Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;ST MICHEL VALLOIRE;87742361;1;Tarif Avantage;7.1;25.0
TGV INOUI;PARIS NORD;87271007;ARRAS;87342014;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LUNEVILLE;87141150;SARREBOURG;87215012;1;Tarif Normal;7.1;25.0
TGV INOUI;PARIS NORD;87271007;BETHUNE;87342006;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LA TESTE;87582643;LIBOURNE;87584052;1;Tarif Avantage;7.8;25.0
TGV INOUI;PERPIGNAN;87784009;TOULOUSE MATABIAU;87611004;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;LA ROCHELLE VILLE;87485003;1;Tarif Avantage;7.8;25.0
TGV INOUI;RETHEL;87172270;PARIS GARE DE LYON;87686006;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;ST PERAY;87761494;ORANGE;87765107;1;Tarif Avantage;7.8;25.0
TGV INOUI;ROUBAIX;87286732;PARIS NORD;87271007;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;NICE VILLE;87756056;LES ARCS DRAGUIGNAN;87755447;1;Tarif Avantage;8.5;25.0
TGV INOUI;ST JEAN DE LUZ CIBOURE;87677120;LIBOURNE;87584052;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;BREST;87474007;PLOUARET TREGOR;87473181;1;Tarif Avantage;12.6;25.0
TGV INOUI;ST NAZAIRE;87481705;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;BESANCON VIOTTE;87718007;MONTBARD;87713131;1;Tarif Avantage;24.5;25.0
TGV INOUI;STRASBOURG;87212027;BESANCON - F COMTE TGV;87300863;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;MONTBARD;87713131;BESANCON - F COMTE TGV;87300863;1;Tarif Avantage;24.5;25.0
TGV INOUI;STRASBOURG;87212027;ECOLE VALENTIN;87710731;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;DIJON VILLE;87713040;CULMONT CHALINDREY;87142125;1;Tarif Réglementé;25.24;25.24
TGV INOUI;TOULON;87755009;MENTON;87756486;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;MONACO MONTE CARLO;87756403;ST RAPHAEL VALESCURE;87757526;1;Tarif Réglementé;25.24;25.24
TGV INOUI;TOULON;87755009;MONTELIMAR GARE SNCF;87764001;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;ARRAS;87342014;TGV HAUTE PICARDIE;87313882;1;Tarif Normal;7.1;25.5
TGV INOUI;TOURCOING;87286542;PARIS GARE DE LYON;87686006;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LUNEVILLE;87141150;ST DIE DES VOSGES;87144014;1;Tarif Normal;7.1;25.5
TGV INOUI;TOURCOING;87286542;PARIS NORD;87271007;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LYON PART DIEU;87723197;MACON LOCHE TGV;87725705;1;Tarif Avantage;7.1;25.5
TGV INOUI;TOURS;87571000;LA ROCHELLE VILLE;87485003;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LYON PERRACHE;87722025;MACON LOCHE TGV;87725705;1;Tarif Avantage;7.1;25.5
TGV INOUI;TOURS;87571000;MASSY TGV;87393702;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;MACON VILLE;87725689;LYON PERRACHE;87722025;1;Tarif Avantage;7.1;25.5
TGV INOUI;TOURS;87571000;PARIS AUSTERLITZ;87547000;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;ANCENIS;87481192;SABLE SUR SARTHE;87396408;1;Tarif Avantage;7.8;25.5
TGV INOUI;TOURS;87571000;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;TOURS;87571000;FUTUROSCOPE;87324095;1;Tarif Avantage;7.8;25.5
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;MARNE LA VALLEE CHESSY;87111849;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;BETHUNE;87342006;ST OMER;87281444;1;Tarif Normal;8.1;25.5
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;NIORT;87485300;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;LORIENT;87476002;VANNES;87476606;1;Tarif Normal;12.2;25.5
TGV INOUI;VITRY LE FRANCOIS GARE;87174276;PARIS GARE DE LYON;87686006;1;Tarif Elève - Etudiant - Apprenti;24.0;24.0
TGV INOUI;QUIMPERLE;87476317;AURAY;87476200;1;Tarif Normal;12.2;25.5
TGV INOUI;RUFFEC CHARENTE;87583849;FUTUROSCOPE;87324095;1;Tarif Réglementé;24.22;24.22
TGV INOUI;MANTES LA JOLIE TGV;87514596;MASSY PALAISEAU;87393579;1;Tarif Avantage;19.0;25.5
TGV INOUI;DAX;87673202;PAU;87672006;1;Tarif Avantage;7.1;24.5
TGV INOUI;BEZIERS;87781005;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Réglementé;25.74;25.74
TGV INOUI;BAR LE DUC;87175042;CHALONS EN CHAMPAGNE;87174003;1;Tarif Avantage;7.8;24.5
TGV INOUI;CULOZ;87741074;LYON-SAINT EXUPERY TGV;87762906;1;Tarif Réglementé;25.74;25.74
TGV INOUI;LAVAL;87478404;RENNES;87471003;1;Tarif Avantage;8.5;24.5
TGV INOUI;MONTBARD;87713131;MOUCHARD;87718833;1;Tarif Réglementé;25.74;25.74
TGV INOUI;ETAPLES LE TOUQUET;87317065;CALAIS FRETHUN;87281071;1;Tarif Normal;18.0;24.5
TGV INOUI;VERSAILLES CHANTIERS;87393009;EVREUX  NORMANDIE;87387001;1;Tarif Réglementé;25.74;25.74
TGV INOUI;DOLE VILLE;87713412;VERSAILLES CHANTIERS;87393009;1;Tarif Elève - Etudiant - Apprenti;24.6;24.6
TGV INOUI;CLUSES  74;87746370;LORIENT;87476002;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;AVIGNON CENTRE;87765008;LE TEIL;87764472;1;Tarif Réglementé;24.73;24.73
TGV INOUI;LORIENT;87476002;ALBERTVILLE;87741645;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;CHERBOURG;87444877;LISON;87447219;1;Tarif Réglementé;24.73;24.73
TGV INOUI;LORIENT;87476002;BOURG ST MAURICE;87741793;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;CULOZ;87741074;BOURG EN BRESSE;87743005;1;Tarif Réglementé;24.73;24.73
TGV INOUI;MODANE;87742007;LORIENT;87476002;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;EVREUX  NORMANDIE;87387001;BERNAY;87444299;1;Tarif Réglementé;24.73;24.73
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;AURAY;87476200;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;MACON VILLE;87725689;LYON PERRACHE;87722025;1;Tarif Réglementé;24.73;24.73
TGV INOUI;MOUTIERS SALINS BRIDES L BAINS;87741728;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;MARSEILLE ST CHARLES;87751008;TOULON;87755009;1;Tarif Réglementé;24.73;24.73
TGV INOUI;TGV HAUTE PICARDIE;87313882;MEUSE TGV;87147322;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;STRASBOURG;87212027;COLMAR;87182014;1;Tarif Réglementé;24.73;24.73
TGV INOUI;VANNES;87476606;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;TOULON;87755009;LES ARCS DRAGUIGNAN;87755447;1;Tarif Réglementé;24.73;24.73
TGV INOUI;BESANCON - F COMTE TGV;87300863;MASSY PALAISEAU;87393579;1;Tarif Elève - Etudiant - Apprenti;26.4;26.4
TGV INOUI;BEZIERS;87781005;SETE;87773200;1;Tarif Normal;7.1;25.0
TGV INOUI;MONTELIMAR GARE SNCF;87764001;ORANGE;87765107;1;Tarif Normal;7.1;26.5
TGV INOUI;BOURG ST MAURICE;87741793;ALBERTVILLE;87741645;1;Tarif Avantage;7.9;25.0
TGV INOUI;MACON VILLE;87725689;BEAUNE;87713545;1;Tarif Avantage;7.8;26.5
TGV INOUI;CULOZ;87741074;ANNECY;87746008;1;Tarif Normal;8.1;25.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;NARBONNE;87781104;1;Tarif Avantage;7.8;26.5
TGV INOUI;LA ROCHE SUR FORON;87746305;BELLEGARDE GARE;87745000;1;Tarif Normal;8.1;25.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;NARBONNE;87781104;1;Tarif Avantage;7.8;26.5
TGV INOUI;MORLAIX;87474338;ST BRIEUC;87473009;1;Tarif Avantage;12.6;25.0
TGV INOUI;MASSY PALAISEAU;87393579;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Réglementé;26.76;26.76
TGV INOUI;ANTIBES;87757674;ST RAPHAEL VALESCURE;87757526;1;Tarif Normal;7.1;25.5
TGV INOUI;MASSY PALAISEAU;87393579;PARIS NORD;87271007;1;Tarif Réglementé;26.76;26.76
TGV INOUI;METZ VILLE;87192039;NANCY;87141002;1;Tarif Normal;7.1;25.5
TGV INOUI;MASSY TGV;87393702;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Réglementé;26.76;26.76
TGV INOUI;CLUSES  74;87746370;ANNECY;87746008;1;Tarif Normal;8.1;25.5
TGV INOUI;STRASBOURG;87212027;SARREBOURG;87215012;1;Tarif Réglementé;26.76;26.76
TGV INOUI;LILLE EUROPE;87223263;BETHUNE;87342006;1;Tarif Normal;8.1;25.5
TGV INOUI;AIX LES BAINS - LE REVARD;87741132;ALBERTVILLE;87741645;1;Tarif Avantage;7.1;27.0
TGV INOUI;MASSY TGV;87393702;MANTES LA JOLIE TGV;87514596;1;Tarif Avantage;19.0;25.5
TGV INOUI;ANCENIS;87481192;LA BAULE ESCOUBLAC;87481754;1;Tarif Avantage;7.8;27.0
TGV INOUI;ANNECY;87746008;ST GERVAIS LES BAINS LE FAYET;87746479;1;Tarif Réglementé;25.74;25.74
TGV INOUI;ANCENIS;87481192;ST NAZAIRE;87481705;1;Tarif Avantage;7.8;27.0
TGV INOUI;CULOZ;87741074;LYON PART DIEU;87723197;1;Tarif Réglementé;25.74;25.74
TGV INOUI;CLUSES  74;87746370;AIX LES BAINS - LE REVARD;87741132;1;Tarif Avantage;7.8;27.0
TGV INOUI;CULOZ;87741074;LYON PERRACHE;87722025;1;Tarif Réglementé;25.74;25.74
TGV INOUI;LE POULIGUEN;87481762;ANCENIS;87481192;1;Tarif Avantage;7.8;27.0
TGV INOUI;LAMBALLE;87473108;RENNES;87471003;1;Tarif Réglementé;25.74;25.74
TGV INOUI;SAUMUR;87487603;TOURS;87571000;1;Tarif Normal;8.1;27.0
TGV INOUI;LES AUBRAIS;87543017;VIERZON VILLE;87576009;1;Tarif Réglementé;25.74;25.74
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;POITIERS;87575001;1;Tarif Normal;8.1;27.0
TGV INOUI;NANTES;87481002;LA ROCHE SUR YON;87486019;1;Tarif Réglementé;25.74;25.74
TGV INOUI;GRENOBLE;87747006;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Avantage;9.9;27.0
TGV INOUI;NIORT;87485300;POITIERS;87575001;1;Tarif Réglementé;25.74;25.74
TGV INOUI;BORDEAUX ST JEAN;87581009;ARCACHON;87582668;1;Tarif Normal;17.0;27.0
TGV INOUI;PORNICHET;87481747;NANTES;87481002;1;Tarif Réglementé;25.74;25.74
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;VIERZON VILLE;87576009;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;BOURG ST MAURICE;87741793;AURAY;87476200;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;AGEN;87586008;BEZIERS;87781005;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;COUTRAS;87584516;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;AGEN;87586008;RUFFEC CHARENTE;87583849;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LORIENT;87476002;MOUTIERS SALINS BRIDES L BAINS;87741728;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;ANGERS ST LAUD;87484006;LORIENT;87476002;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LORIENT;87476002;ST MICHEL VALLOIRE;87742361;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;AVIGNON TGV;87318964;ANNECY;87746008;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;SALLANCHES-COMBLOUX-MEGEVE;87746438;AURAY;87476200;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;BEZIERS;87781005;VALENCE TGV RHONE-ALPES SUD;87763029;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;LORIENT;87476002;1;Tarif Elève - Etudiant - Apprenti;26.0;26.0
TGV INOUI;BIGANOS FACTURE;87582478;CHATELLERAULT;87575142;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;BESANCON VIOTTE;87718007;VERSAILLES CHANTIERS;87393009;1;Tarif Elève - Etudiant - Apprenti;26.4;26.4
TGV INOUI;BORDEAUX ST JEAN;87581009;CHATELLERAULT;87575142;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MONTBARD;87713131;PONTARLIER;87715003;1;Tarif Avantage;9.2;26.5
TGV INOUI;BORDEAUX ST JEAN;87581009;TOULOUSE MATABIAU;87611004;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LILLE EUROPE;87223263;ARRAS;87342014;1;Tarif Normal;13.2;26.5
TGV INOUI;BREST;87474007;VITRE;87471508;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MARMANDE;87586545;1;Tarif Réglementé;26.76;26.76
TGV INOUI;CARENTAN;87447243;MANTES LA JOLIE;87381509;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MASSY TGV;87393702;PARIS NORD;87271007;1;Tarif Réglementé;26.76;26.76
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;TOULON;87755009;ST RAPHAEL VALESCURE;87757526;1;Tarif Avantage;7.8;27.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;REMIREMONT;87144451;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MELUN;87682005;SENS;87683003;1;Tarif Normal;8.1;27.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;TGV HAUTE PICARDIE;87313882;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;TOULOUSE MATABIAU;87611004;1;Tarif Normal;8.1;27.0
TGV INOUI;CHATEAUROUX;87597005;MARNE LA VALLEE CHESSY;87111849;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;FUTUROSCOPE;87324095;1;Tarif Normal;8.1;27.0
TGV INOUI;DIJON VILLE;87713040;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;SURGERES;87485227;ST MAIXENT DEUX SEVRES;87485490;1;Tarif Normal;8.1;27.0
TGV INOUI;DUNKERQUE;87281006;PARIS NORD;87271007;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AIME LA PLAGNE;87741769;AIX LES BAINS - LE REVARD;87741132;1;Tarif Avantage;10.0;27.0
TGV INOUI;GRENOBLE;87747006;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;DOL DE BRETAGNE;87478073;RENNES;87471003;1;Tarif Normal;11.2;27.0
TGV INOUI;GUINGAMP;87473207;NANTES;87481002;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;RANG DU FLIERS VERTON;87317057;LILLE EUROPE;87223263;1;Tarif Avantage;26.5;27.0
TGV INOUI;HAZEBROUCK;87286302;PARIS NORD;87271007;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AGEN;87586008;NARBONNE;87781104;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;GRENOBLE;87747006;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LANDERNEAU;87474239;VITRE;87471508;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;LYON PART DIEU;87723197;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LAVAL;87478404;PARIS MONTPARNASSE 1 ET 2;87391003;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;LYON PERRACHE;87722025;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LAVAL;87478404;QUIMPER;87474098;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;ANGERS ST LAUD;87484006;PARIS AUSTERLITZ;87547000;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE CREUSOT - MONTCEAU TGV;87694109;MONTELIMAR GARE SNCF;87764001;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;ANGOULEME;87583005;BAYONNE;87673004;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE HAVRE;87413013;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AVIGNON CENTRE;87765008;AIX LES BAINS - LE REVARD;87741132;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE MANS;87396002;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AVIGNON TGV;87318964;LES ARCS DRAGUIGNAN;87755447;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE MANS;87396002;GUINGAMP;87473207;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AVIGNON TGV;87318964;MACON LOCHE TGV;87725705;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE MANS;87396002;LE POULIGUEN;87481762;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AVIGNON TGV;87318964;MACON VILLE;87725689;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE MANS;87396002;ST BRIEUC;87473009;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AVIGNON TGV;87318964;PERPIGNAN;87784009;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE MANS;87396002;VANNES;87476606;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;AVIGNON TGV;87318964;ST RAPHAEL VALESCURE;87757526;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LIBOURNE;87584052;TARBES;87671008;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;BEZIERS;87781005;MARSEILLE ST CHARLES;87751008;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LILLE FLANDRES;87286005;MARNE LA VALLEE CHESSY;87111849;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;BIGANOS FACTURE;87582478;POITIERS;87575001;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LYON PART DIEU;87723197;ECOLE VALENTIN;87710731;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;BRIVE LA GAILLARDE;87594002;VIERZON VILLE;87576009;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LYON PERRACHE;87722025;ECOLE VALENTIN;87710731;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;CALAIS VILLE;87317263;PARIS GARE DE LYON;87686006;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTBELIARD VILLE;87184523;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;CARENTAN;87447243;MASSY PALAISEAU;87393579;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MONTPELLIER SAINT-ROCH;87773002;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;EPINAL;87144006;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MACON VILLE;87725689;BELFORT-MONTBELIARD TGV;87300822;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;CHAMPAGNE-ARDENNE;87171926;SAVERNE;87212225;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;METZ VILLE;87192039;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;CHERBOURG;87444877;MANTES LA JOLIE;87381509;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;NANTES;87481002;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;COLMAR;87182014;BEAUNE;87713545;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;NARBONNE;87781104;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;DIJON VILLE;87713040;PARIS NORD;87271007;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MASSY TGV;87393702;ARRAS;87342014;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;DIJON VILLE;87713040;STRASBOURG;87212027;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MASSY TGV;87393702;POITIERS;87575001;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;FUTUROSCOPE;87324095;ARCACHON;87582668;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MASSY TGV;87393702;VITRE;87471508;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;GRENOBLE;87747006;MARSEILLE BLANCARDE;87751081;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MONTBARD;87713131;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LA TESTE;87582643;FUTUROSCOPE;87324095;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MONTBARD;87713131;MANTES LA JOLIE;87381509;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LA TESTE;87582643;POITIERS;87575001;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MULHOUSE VILLE;87182063;CHALON SUR SAONE;87725002;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LAVAL;87478404;MORLAIX;87474338;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;MULHOUSE VILLE;87182063;MONTBARD;87713131;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LAVAL;87478404;NIMES PONT DU GARD;87703975;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;NIMES;87775007;LYON PERRACHE;87722025;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LAVAL;87478404;PARIS AUSTERLITZ;87547000;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;NIMES;87775007;TOULOUSE MATABIAU;87611004;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LAVAL;87478404;VERSAILLES CHANTIERS;87393009;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;ONVILLE;87192435;PARIS NORD;87271007;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE CROISIC;87481788;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;PARIS GARE DE LYON;87686006;TOUL;87141044;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE MANS;87396002;AURAY;87476200;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;RENNES;87471003;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE MANS;87396002;LA ROCHE SUR YON;87486019;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;QUIMPER;87474098;VITRE;87471508;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE MANS;87396002;MEUSE TGV;87147322;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;SAUMUR;87487603;MASSY TGV;87393702;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LE POULIGUEN;87481762;ST PIERRE DES CORPS;87571240;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;ST PERAY;87761494;LE CREUSOT - MONTCEAU TGV;87694109;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LILLE EUROPE;87223263;MASSY PALAISEAU;87393579;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;STRASBOURG;87212027;LONS LE SAUNIER;87718239;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LILLE FLANDRES;87286005;MASSY TGV;87393702;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;STRASBOURG;87212027;MOUCHARD;87718833;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LIMOGES BENEDICTINS;87592006;LES AUBRAIS;87543017;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;TOURS;87571000;AEROPORT CDG2 TGV ROISSY;87271494;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
TGV INOUI;LORRAINE TGV;87142109;MARNE LA VALLEE CHESSY;87111849;1;Tarif Elève - Etudiant - Apprenti;27.0;27.0
