Transporteur;Gare origine;Gare origine - code UIC;Gare destination;Gare destination - code UIC;Classe;Profil tarifaire;Prix minimum;Prix maximum
TGV INOUI;CANNES;87757625;LES ARCS DRAGUIGNAN;87755447;2;Tarif Avantage;4.2;11.5
TGV INOUI;LILLE EUROPE;87223263;LENS;87345025;2;Tarif Réglementé;10.95;10.95
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;TOULON;87755009;2;Tarif Réglementé;85.34;85.34
TGV INOUI;LA ROCHELLE VILLE;87485003;NIORT;87485300;2;Tarif Avantage;4.2;11.5
TGV INOUI;DIJON VILLE;87713040;BEAUNE;87713545;2;Tarif Réglementé;11.05;11.05
TGV INOUI;ANGERS ST LAUD;87484006;ANNECY;87746008;2;Tarif Avantage;17.5;86.0
TGV INOUI;AIME LA PLAGNE;87741769;ALBERTVILLE;87741645;2;Tarif Avantage;4.7;11.5
TGV INOUI;LILLE EUROPE;87223263;LENS;87345025;2;Tarif Normal;4.1;11.2
TGV INOUI;ANNECY;87746008;PARIS GARE DE LYON;87686006;2;Tarif Avantage;17.5;86.0
TGV INOUI;ANNEMASSE;87745497;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Avantage;4.8;11.5
TGV INOUI;ARLES;87753657;ORANGE;87765107;2;Tarif Avantage;4.2;11.2
TGV INOUI;ARRAS;87342014;ST MALO;87478107;2;Tarif Avantage;17.5;86.0
TGV INOUI;DUNKERQUE;87281006;BETHUNE;87342006;2;Tarif Avantage;4.9;11.5
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;AGDE;87781278;2;Tarif Avantage;4.2;11.2
TGV INOUI;ARRAS;87342014;VANNES;87476606;2;Tarif Avantage;17.5;86.0
TGV INOUI;MOUCHARD;87718833;MONTBELIARD VILLE;87184523;2;Tarif Avantage;4.9;11.5
TGV INOUI;COLMAR;87182014;SAVERNE;87212225;2;Tarif Avantage;4.9;11.2
TGV INOUI;FONTAINEBLEAU AVON;87682211;MARSEILLE BLANCARDE;87751081;2;Tarif Avantage;17.5;86.0
TGV INOUI;ST PERAY;87761494;MONTELIMAR GARE SNCF;87764001;2;Tarif Réglementé;11.66;11.66
TGV INOUI;ANNEMASSE;87745497;BELLEGARDE GARE;87745000;2;Tarif Réglementé;11.25;11.25
TGV INOUI;LILLE EUROPE;87223263;LA SOUTERRAINE;87592378;2;Tarif Avantage;17.5;86.0
TGV INOUI;BOURG ST MAURICE;87741793;MOUTIERS SALINS BRIDES L BAINS;87741728;2;Tarif Réglementé;11.76;11.76
TGV INOUI;ANNEMASSE;87745497;EVIAN LES BAINS;87745679;2;Tarif Réglementé;11.35;11.35
TGV INOUI;LILLE EUROPE;87223263;RENNES;87471003;2;Tarif Avantage;17.5;86.0
TGV INOUI;AVIGNON TGV;87318964;NIMES;87775007;2;Tarif Avantage;4.9;11.9
TGV INOUI;LAROCHE MIGENNES;87683268;SENS;87683003;2;Tarif Réglementé;11.35;11.35
TGV INOUI;MARNE LA VALLEE CHESSY;87111849;THONON LES BAINS;87745646;2;Tarif Avantage;17.5;86.0
TGV INOUI;DIJON VILLE;87713040;CULMONT CHALINDREY;87142125;2;Tarif Avantage;4.9;11.9
TGV INOUI;STRASBOURG;87212027;SELESTAT;87214056;2;Tarif Réglementé;11.45;11.45
TGV INOUI;MASSY TGV;87393702;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Avantage;17.5;86.0
TGV INOUI;RETHEL;87172270;SEDAN;87172254;2;Tarif Avantage;4.9;11.9
TGV INOUI;NANTES;87481002;SAVENAY;87481838;2;Tarif Normal;4.1;11.5
TGV INOUI;PARIS NORD;87271007;ANNEMASSE;87745497;2;Tarif Avantage;17.5;86.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LIBOURNE;87584052;2;Tarif Normal;4.1;12.0
TGV INOUI;CARCASSONNE;87615286;NARBONNE;87781104;2;Tarif Avantage;4.2;11.5
TGV INOUI;PARIS NORD;87271007;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Avantage;17.5;86.0
TGV INOUI;AEROPORT CDG2 TGV ROISSY;87271494;MANTES LA JOLIE;87381509;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;GROISY THORENS LA CAILLE;87746248;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Avantage;4.9;11.5
TGV INOUI;AVIGNON TGV;87318964;BEAUNE;87713545;2;Tarif Normal;20.5;86.0
TGV INOUI;AGDE;87781278;NIMES PONT DU GARD;87703975;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANNEMASSE;87745497;EVIAN LES BAINS;87745679;2;Tarif Normal;9.1;11.5
TGV INOUI;NIMES;87775007;MACON LOCHE TGV;87725705;2;Tarif Normal;20.5;86.0
TGV INOUI;ANCENIS;87481192;PORNICHET;87481747;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MORLAIX;87474338;LANDERNEAU;87474239;2;Tarif Réglementé;11.55;11.55
TGV INOUI;BELLEGARDE GARE;87745000;LES ARCS DRAGUIGNAN;87755447;2;Tarif Normal;25.5;86.0
TGV INOUI;ANCENIS;87481192;ST NAZAIRE;87481705;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LAROCHE MIGENNES;87683268;SENS;87683003;2;Tarif Normal;5.1;11.6
TGV INOUI;LYON PERRACHE;87722025;TOULON;87755009;2;Tarif Normal;25.5;86.0
TGV INOUI;ANGERS ST LAUD;87484006;LE MANS;87396002;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;GUINGAMP;87473207;LANNION;87473223;2;Tarif Réglementé;11.76;11.76
TGV INOUI;MONTAUBAN VILLE BOURBON;87611244;ST PIERRE DES CORPS;87571240;2;Tarif Normal;25.5;86.0
TGV INOUI;ARCACHON;87582668;LIBOURNE;87584052;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AVIGNON CENTRE;87765008;NIMES;87775007;2;Tarif Avantage;4.9;11.9
TGV INOUI;TOURS;87571000;CHAMPAGNE-ARDENNE;87171926;2;Tarif Normal;25.5;86.0
TGV INOUI;AVIGNON CENTRE;87765008;MARSEILLE ST CHARLES;87751008;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ST PERAY;87761494;MONTELIMAR GARE SNCF;87764001;2;Tarif Normal;5.1;11.9
TGV INOUI;PARIS AUSTERLITZ;87547000;CHATELLERAULT;87575142;2;Tarif Réglementé;63.04;86.45
TGV INOUI;AVIGNON TGV;87318964;MONTELIMAR GARE SNCF;87764001;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;BESANCON VIOTTE;87718007;MOUCHARD;87718833;2;Tarif Normal;5.1;12.0
TGV INOUI;MACON VILLE;87725689;MONTPELLIER SAINT-ROCH;87773002;2;Tarif Réglementé;68.41;86.45
TGV INOUI;BAYEUX;87444067;BERNAY;87444299;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AIX EN PROVENCE TGV;87319012;HYERES;87755629;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DIJON VILLE;87713040;AVIGNON TGV;87318964;2;Tarif Réglementé;69.53;86.45
TGV INOUI;BAYEUX;87444067;VALOGNES;87447284;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AIX LES BAINS - LE REVARD;87741132;BOURG EN BRESSE;87743005;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON VILLE;87725689;MARSEILLE ST CHARLES;87751008;2;Tarif Réglementé;69.53;86.45
TGV INOUI;BELLEGARDE GARE;87745000;BOURG EN BRESSE;87743005;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANGERS ST LAUD;87484006;NANTES;87481002;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;BELLEGARDE GARE;87745000;LES ARCS DRAGUIGNAN;87755447;2;Tarif Réglementé;75.1;86.45
TGV INOUI;BELLEGARDE GARE;87745000;EVIAN LES BAINS;87745679;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANGERS ST LAUD;87484006;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AGDE;87781278;BEAUNE;87713545;2;Tarif Réglementé;78.14;86.45
TGV INOUI;BONNEVILLE;87746339;AIX LES BAINS - LE REVARD;87741132;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AVIGNON CENTRE;87765008;MACON VILLE;87725689;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;CARCASSONNE;87615286;CHALON SUR SAONE;87725002;2;Tarif Réglementé;78.14;86.45
TGV INOUI;CARCASSONNE;87615286;CULMONT CHALINDREY;87142125;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AVIGNON CENTRE;87765008;ST PERAY;87761494;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON VILLE;87725689;PERPIGNAN;87784009;2;Tarif Réglementé;78.14;86.45
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;CLUSES  74;87746370;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AVIGNON TGV;87318964;MIRAMAS;87753004;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ST PIERRE DES CORPS;87571240;TARBES;87671008;2;Tarif Réglementé;86.45;86.45
TGV INOUI;CHAMBERY CHALLES LES EAUX;87741009;LANDRY;87741777;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;BAYEUX;87444067;LISIEUX;87444265;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ARLES;87753657;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Avantage;17.5;87.0
TGV INOUI;CHERBOURG;87444877;BAYEUX;87444067;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;BORDEAUX ST JEAN;87581009;MORCENX;87673103;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ARLES;87753657;PARIS GARE DE LYON;87686006;2;Tarif Avantage;17.5;87.0
TGV INOUI;CHERBOURG;87444877;LISON;87447219;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;CALAIS VILLE;87317263;LILLE EUROPE;87223263;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ARLES;87753657;VERSAILLES CHANTIERS;87393009;2;Tarif Avantage;17.5;87.0
TGV INOUI;CLUSES  74;87746370;BELLEGARDE GARE;87745000;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;CARCASSONNE;87615286;TOULOUSE MATABIAU;87611004;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AVIGNON CENTRE;87765008;MANTES LA JOLIE TGV;87514596;2;Tarif Avantage;17.5;87.0
TGV INOUI;CULMONT CHALINDREY;87142125;TOUL;87141044;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DAX;87673202;PAU;87672006;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;AVIGNON CENTRE;87765008;VERSAILLES CHANTIERS;87393009;2;Tarif Avantage;17.5;87.0
TGV INOUI;DIJON VILLE;87713040;BESANCON VIOTTE;87718007;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DIJON VILLE;87713040;BESANCON - F COMTE TGV;87300863;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;CASTELNAUDARY;87615039;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Avantage;17.5;87.0
TGV INOUI;DIJON VILLE;87713040;ECOLE VALENTIN;87710731;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DOLE VILLE;87713412;PONTARLIER;87715003;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;GRENOBLE;87747006;PARIS GARE DE LYON;87686006;2;Tarif Avantage;17.5;87.0
TGV INOUI;DOLE VILLE;87713412;FRASNE;87715136;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DUNKERQUE;87281006;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;GRENOBLE;87747006;PARIS NORD;87271007;2;Tarif Avantage;17.5;87.0
TGV INOUI;DUNKERQUE;87281006;DOUAI;87345009;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DUNKERQUE;87281006;LILLE EUROPE;87223263;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MIRAMAS;87753004;MASSY PALAISEAU;87393579;2;Tarif Avantage;17.5;87.0
TGV INOUI;EVREUX  NORMANDIE;87387001;LISIEUX;87444265;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;FUTUROSCOPE;87324095;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MONTELIMAR GARE SNCF;87764001;MASSY TGV;87393702;2;Tarif Avantage;17.5;87.0
TGV INOUI;EVREUX  NORMANDIE;87387001;MASSY PALAISEAU;87393579;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LA BAULE ESCOUBLAC;87481754;NANTES;87481002;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MONTELIMAR GARE SNCF;87764001;VERSAILLES CHANTIERS;87393009;2;Tarif Avantage;17.5;87.0
TGV INOUI;FONTAINEBLEAU AVON;87682211;LAROCHE MIGENNES;87683268;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LES AUBRAIS;87543017;VIERZON VILLE;87576009;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;PARIS NORD;87271007;MONTELIMAR GARE SNCF;87764001;2;Tarif Avantage;17.5;87.0
TGV INOUI;GUINGAMP;87473207;LANDERNEAU;87474239;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LILLE EUROPE;87223263;TGV HAUTE PICARDIE;87313882;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ST MAIXENT DEUX SEVRES;87485490;DOUAI;87345009;2;Tarif Avantage;17.5;87.0
TGV INOUI;JUVISY TGV;87496695;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;AIX LES BAINS - LE REVARD;87741132;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;STRASBOURG;87212027;MANTES LA JOLIE;87381509;2;Tarif Avantage;17.5;87.0
TGV INOUI;LES SABLES D'OLONNE;87486449;NANTES;87481002;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON VILLE;87725689;BEAUNE;87713545;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;STRASBOURG;87212027;MANTES LA JOLIE TGV;87514596;2;Tarif Avantage;17.5;87.0
TGV INOUI;LILLE EUROPE;87223263;LENS;87345025;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON VILLE;87725689;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;STRASBOURG;87212027;PARIS GARE DE LYON;87686006;2;Tarif Avantage;17.5;87.0
TGV INOUI;LIMOGES BENEDICTINS;87592006;BRIVE LA GAILLARDE;87594002;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MANTES LA JOLIE TGV;87514596;AEROPORT CDG2 TGV ROISSY;87271494;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;CANNES;87757625;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;20.5;87.0
TGV INOUI;LYON PART DIEU;87723197;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MEUSE TGV;87147322;NANCY;87141002;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON VILLE;87725689;SETE;87773200;2;Tarif Normal;20.5;87.0
TGV INOUI;LYON PART DIEU;87723197;VALENCE VILLE;87761007;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MIRAMAS;87753004;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MELUN;87682005;LE CREUSOT - MONTCEAU TGV;87694109;2;Tarif Normal;20.5;87.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;MACON LOCHE TGV;87725705;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MODANE;87742007;AIX LES BAINS - LE REVARD;87741132;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;BEAUNE;87713545;2;Tarif Normal;20.5;87.0
TGV INOUI;LYON-SAINT EXUPERY TGV;87762906;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MODANE;87742007;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MONTPELLIER SUD DE FRANCE;87688887;BEAUNE;87713545;2;Tarif Normal;20.5;87.0
TGV INOUI;MANTES LA JOLIE;87381509;ROUEN RIVE DROITE;87411017;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MONACO MONTE CARLO;87756403;LES ARCS DRAGUIGNAN;87755447;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;TOULON;87755009;AIX LES BAINS - LE REVARD;87741132;2;Tarif Normal;25.5;87.0
TGV INOUI;MANTES LA JOLIE TGV;87514596;ROUEN RIVE DROITE;87411017;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MONTBARD;87713131;BEAUNE;87713545;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MASSY TGV;87393702;FUTUROSCOPE;87324095;2;Tarif Réglementé;65.27;87.46
TGV INOUI;METZ VILLE;87192039;BAR LE DUC;87175042;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;MONTBELIARD VILLE;87184523;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;PARIS AUSTERLITZ;87547000;POITIERS;87575001;2;Tarif Réglementé;65.27;87.46
TGV INOUI;MEUSE TGV;87147322;LORRAINE TGV;87142109;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MONTPELLIER SAINT-ROCH;87773002;ORANGE;87765107;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;POITIERS;87575001;PARIS MONTPARNASSE 3 VAUGIRARD;87391102;2;Tarif Réglementé;65.27;87.46
TGV INOUI;MORCENX;87673103;BAYONNE;87673004;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MULHOUSE VILLE;87182063;CHAMBERY CHALLES LES EAUX;87741009;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;TOULON;87755009;AIX LES BAINS - LE REVARD;87741132;2;Tarif Réglementé;87.46;87.46
TGV INOUI;NANCY;87141002;SAVERNE;87212225;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;NANCY;87141002;EPINAL;87144006;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANGERS ST LAUD;87484006;LORRAINE TGV;87142109;2;Tarif Avantage;17.5;88.0
TGV INOUI;NIMES;87775007;ORANGE;87765107;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;NANCY;87141002;NEUFCHATEAU;87141291;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANGOULEME;87583005;LYON PERRACHE;87722025;2;Tarif Avantage;17.5;88.0
TGV INOUI;NIMES;87775007;VALENCE VILLE;87761007;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;NEUFCHATEAU;87141291;BEAUNE;87713545;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANGOULEME;87583005;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Avantage;17.5;88.0
TGV INOUI;ORTHEZ;87672253;MORCENX;87673103;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;NICE VILLE;87756056;LES ARCS DRAGUIGNAN;87755447;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ANGOULEME;87583005;NANCY;87141002;2;Tarif Avantage;17.5;88.0
TGV INOUI;ORTHEZ;87672253;TARBES;87671008;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;NIORT;87485300;CHATELLERAULT;87575142;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ARRAS;87342014;RENNES;87471003;2;Tarif Avantage;17.5;88.0
TGV INOUI;PARIS AUSTERLITZ;87547000;PLOUARET TREGOR;87473181;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;POITIERS;87575001;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;BORDEAUX ST JEAN;87581009;LYON PERRACHE;87722025;2;Tarif Avantage;17.5;88.0
TGV INOUI;PLOUARET TREGOR;87473181;LANDERNEAU;87474239;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;QUIMPERLE;87476317;VANNES;87476606;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;BREST;87474007;TGV HAUTE PICARDIE;87313882;2;Tarif Avantage;17.5;88.0
TGV INOUI;PORNICHET;87481747;NANTES;87481002;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;REIMS;87171009;SEDAN;87172254;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LILLE EUROPE;87223263;ST MALO;87478107;2;Tarif Avantage;17.5;88.0
TGV INOUI;RENNES;87471003;REDON;87471300;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;RIVES;87747246;LYON PART DIEU;87723197;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LILLE FLANDRES;87286005;POITIERS;87575001;2;Tarif Avantage;17.5;88.0
TGV INOUI;RENNES;87471003;ST BRIEUC;87473009;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;RIVES;87747246;LYON PERRACHE;87722025;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON LOCHE TGV;87725705;NICE VILLE;87756056;2;Tarif Avantage;17.5;88.0
TGV INOUI;ROSPORDEN;87474155;VANNES;87476606;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ROSPORDEN;87474155;AURAY;87476200;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MACON VILLE;87725689;ST RAPHAEL VALESCURE;87757526;2;Tarif Avantage;17.5;88.0
TGV INOUI;ST ETIENNE CHATEAUCREUX;87726000;LYON-SAINT EXUPERY TGV;87762906;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;SETE;87773200;NIMES PONT DU GARD;87703975;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MARSEILLE BLANCARDE;87751081;TOUL;87141044;2;Tarif Avantage;17.5;88.0
TGV INOUI;TOURCOING;87286542;ARRAS;87342014;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ST JEAN DE MAURIENNE ARVAN;87742320;AIX LES BAINS - LE REVARD;87741132;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;METZ VILLE;87192039;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Avantage;17.5;88.0
TGV INOUI;VENDOME VILLIERS SUR LOIR;87571216;ST PIERRE DES CORPS;87571240;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;ST PERAY;87761494;ORANGE;87765107;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;MORLAIX;87474338;TGV HAUTE PICARDIE;87313882;2;Tarif Avantage;17.5;88.0
TGV INOUI;VALENCE VILLE;87761007;MONTELIMAR GARE SNCF;87764001;2;Tarif Réglementé;12.06;12.06
TGV INOUI;STRASBOURG;87212027;MULHOUSE VILLE;87182063;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;TGV HAUTE PICARDIE;87313882;AIX LES BAINS - LE REVARD;87741132;2;Tarif Avantage;17.5;88.0
TGV INOUI;CANNES;87757625;ST RAPHAEL VALESCURE;87757526;2;Tarif Normal;4.1;12.1
TGV INOUI;STRASBOURG;87212027;SARREBOURG;87215012;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;TOUL;87141044;VALENCE TGV RHONE-ALPES SUD;87763029;2;Tarif Normal;20.5;88.0
TGV INOUI;DAX;87673202;ORTHEZ;87672253;2;Tarif Réglementé;12.16;12.16
TGV INOUI;SURGERES;87485227;POITIERS;87575001;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;GUINGAMP;87473207;ARRAS;87342014;2;Tarif Avantage;21.0;88.0
TGV INOUI;RUFFEC CHARENTE;87583849;FUTUROSCOPE;87324095;2;Tarif Avantage;4.9;12.2
TGV INOUI;TOURS;87571000;LES AUBRAIS;87543017;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LAMBALLE;87473108;DOUAI;87345009;2;Tarif Avantage;21.0;88.0
TGV INOUI;ANGOULEME;87583005;RUFFEC CHARENTE;87583849;2;Tarif Réglementé;12.26;12.26
TGV INOUI;VALENCE VILLE;87761007;TOULOUSE MATABIAU;87611004;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LILLE FLANDRES;87286005;ECOLE VALENTIN;87710731;2;Tarif Avantage;34.0;88.0
TGV INOUI;BESANCON VIOTTE;87718007;DOLE VILLE;87713412;2;Tarif Réglementé;12.26;12.26
TGV INOUI;VENDOME;87574558;CHATELLERAULT;87575142;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;LILLE FLANDRES;87286005;ST BRIEUC;87473009;2;Tarif Avantage;34.0;88.0
TGV INOUI;CAEN;87444000;LISIEUX;87444265;2;Tarif Réglementé;12.26;12.26
TGV INOUI;VITRY LE FRANCOIS GARE;87174276;CHAMPAGNE-ARDENNE;87171926;2;Tarif Elève - Etudiant - Apprenti;12.0;12.0
TGV INOUI;DIJON VILLE;87713040;LISIEUX;87444265;2;Tarif Réglementé;69.93;88.48
TGV INOUI;CAMBRAI;87345520;VALENCIENNES;87343004;2;Tarif Réglementé;12.26;12.26
TGV INOUI;LA ROCHE SUR FORON;87746305;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Normal;7.0;12.1
TGV INOUI;PARIS GARE DE LYON;87686006;THIONVILLE;87191007;2;Tarif Réglementé;70.54;88.48
TGV INOUI;LA ROCHE SUR FORON;87746305;ST GERVAIS LES BAINS LE FAYET;87746479;2;Tarif Réglementé;12.26;12.26
TGV INOUI;ARRAS;87342014;TGV HAUTE PICARDIE;87313882;2;Tarif Réglementé;12.26;12.26
TGV INOUI;PARIS NORD;87271007;THIONVILLE;87191007;2;Tarif Réglementé;70.54;88.48
